a1, a2, a3, a4, a5, a6, a7 , class
59.0, 49.0, 48.0, 5.0, 52.0, 45.0, 36.0, -1
23.0, 32.0, 48.0, 5.0, 55.0, 25.0, 35.0, -1
42.0, 4.0, 48.0, 5.0, 56.0, 18.0, 3.0, -1
39.0, 32.0, 48.0, 5.0, 46.0, 24.0, 35.0, -1
25.0, 4.0, 48.0, 5.0, 46.0, 44.0, 52.0, -1
4.0, 45.0, 48.0, 5.0, 38.0, 22.0, 0.0, -1
51.0, 54.0, 48.0, 5.0, 41.0, 34.0, 43.0, -1
29.0, 37.0, 48.0, 5.0, 48.0, 44.0, 52.0, -1
25.0, 4.0, 48.0, 5.0, 47.0, 33.0, 42.0, -1
4.0, 5.0, 48.0, 5.0, 45.0, 39.0, 47.0, -1
37.0, 52.0, 48.0, 5.0, 42.0, 42.0, 36.0, -1
42.0, 38.0, 48.0, 5.0, 54.0, 34.0, 43.0, -1
44.0, 56.0, 48.0, 5.0, 5.0, 46.0, 54.0, -1
47.0, 29.0, 48.0, 5.0, 51.0, 33.0, 43.0, -1
24.0, 43.0, 48.0, 5.0, 54.0, 52.0, 59.0, -1
44.0, 42.0, 48.0, 5.0, 42.0, 25.0, 2.0, -1
44.0, 28.0, 48.0, 5.0, 43.0, 27.0, 37.0, -1
53.0, 42.0, 48.0, 5.0, 16.0, 29.0, 39.0, -1
4.0, 42.0, 48.0, 5.0, 37.0, 27.0, 27.0, -1
24.0, 34.0, 48.0, 5.0, 38.0, 3.0, 4.0, -1
43.0, 32.0, 48.0, 5.0, 33.0, 45.0, 52.0, -1
47.0, 28.0, 48.0, 5.0, 56.0, 2.0, 25.0, -1
35.0, 34.0, 48.0, 5.0, 46.0, 3.0, 27.0, -1
41.0, 51.0, 48.0, 5.0, 58.0, 2.0, 31.0, -1
34.0, 42.0, 48.0, 5.0, 41.0, 34.0, 43.0, -1
25.0, 51.0, 48.0, 5.0, 37.0, 42.0, 5.0, -1
29.0, 28.0, 48.0, 5.0, 5.0, 42.0, 5.0, -1
25.0, 26.0, 48.0, 5.0, 39.0, 32.0, 42.0, -1
28.0, 33.0, 48.0, 5.0, 45.0, 22.0, 33.0, -1
23.0, 34.0, 48.0, 5.0, 43.0, 26.0, 37.0, -1
17.0, 52.0, 48.0, 5.0, 49.0, 37.0, 46.0, -1
36.0, 42.0, 48.0, 5.0, 53.0, 32.0, 41.0, -1
63.0, 49.0, 48.0, 5.0, 54.0, 76.0, 79.0, -1
47.0, 46.0, 48.0, 5.0, 62.0, 74.0, 77.0, -1
86.0, 55.0, 48.0, 5.0, 63.0, 81.0, 83.0, -1
57.0, 38.0, 48.0, 5.0, 6.0, 49.0, 33.0, -1
78.0, 44.0, 48.0, 5.0, 45.0, 73.0, 68.0, -1
78.0, 68.0, 48.0, 5.0, 83.0, 4.0, 29.0, 1
63.0, 69.0, 48.0, 5.0, 65.0, 41.0, 28.0, 1
67.0, 84.0, 48.0, 5.0, 74.0, 54.0, 37.0, 1
71.0, 71.0, 48.0, 5.0, 68.0, 43.0, 36.0, 1
