@relation yeast
@attribute mcg real [-5.211, -0.941]
@attribute gvh real [-1.274, 5.074]
@attribute alm real [-2.487, 1.431]
@attribute mit real [-1.409, 2.377]
@attribute erl real [-2.127, 1.831]
@attribute pox real [-0.836, 2.327]
@attribute vac real [-1.537, 1.403]
@attribute nuc real [-1.293, 2.039]
@attribute Class {1, -1}
@inputs mcg, gvh, alm, mit, erl, pox, vac, nuc
@outputs Class
@data
0.4, 0.42, 0.57, 0.35, 0.5, 0.0, 0.53, 0.25, -1
0.47, 0.39, 0.5, 0.11, 0.5, 0.0, 0.49, 0.4, -1
0.43, 0.44, 0.48, 0.22, 0.5, 0.0, 0.51, 0.22, -1
0.46, 0.53, 0.52, 0.15, 0.5, 0.0, 0.58, 0.22, -1
0.6, 0.47, 0.45, 0.22, 0.5, 0.0, 0.51, 0.29, -1
0.34, 0.46, 0.57, 0.09, 0.5, 0.0, 0.55, 0.22, -1
0.47, 0.39, 0.55, 0.24, 0.5, 0.0, 0.47, 0.22, -1
0.65, 0.65, 0.52, 0.16, 0.5, 0.0, 0.6, 0.22, -1
0.43, 0.57, 0.53, 0.16, 0.5, 0.0, 0.54, 0.22, -1
0.45, 0.43, 0.51, 0.24, 0.5, 0.0, 0.54, 0.33, -1
0.53, 0.51, 0.46, 0.28, 0.5, 0.0, 0.48, 0.22, -1
0.35, 0.66, 0.49, 0.21, 0.5, 0.0, 0.54, 0.25, -1
0.52, 0.54, 0.5, 0.21, 0.5, 0.0, 0.48, 0.3, -1
0.43, 0.51, 0.48, 0.14, 0.5, 0.0, 0.5, 0.22, -1
0.25, 0.4, 0.51, 0.18, 0.5, 0.0, 0.5, 0.27, -1
0.56, 0.62, 0.53, 0.24, 0.5, 0.0, 0.57, 0.22, -1
0.69, 0.6, 0.5, 0.31, 0.5, 0.0, 0.55, 0.22, -1
0.45, 0.42, 0.52, 0.2, 0.5, 0.0, 0.5, 0.25, -1
0.37, 0.33, 0.5, 0.12, 0.5, 0.0, 0.51, 0.54, -1
0.52, 0.51, 0.51, 0.12, 0.5, 0.0, 0.51, 0.4, -1
0.49, 0.47, 0.52, 0.16, 0.5, 0.0, 0.53, 0.28, -1
0.48, 0.39, 0.49, 0.18, 0.5, 0.0, 0.51, 0.22, -1
0.74, 0.53, 0.5, 0.08, 0.5, 0.0, 0.55, 0.31, -1
0.3, 0.5, 0.47, 0.11, 0.5, 0.0, 0.46, 0.22, -1
0.44, 0.51, 0.48, 0.38, 0.5, 0.0, 0.52, 0.22, -1
0.55, 0.41, 0.56, 0.21, 0.5, 0.0, 0.52, 0.22, -1
0.58, 0.45, 0.48, 0.24, 0.5, 0.0, 0.52, 0.37, -1
0.21, 0.38, 0.49, 0.16, 0.5, 0.0, 0.51, 0.45, -1
0.27, 0.56, 0.56, 0.18, 0.5, 0.0, 0.52, 0.22, -1
0.51, 0.43, 0.47, 0.19, 0.5, 0.0, 0.52, 0.37, -1
0.5, 0.45, 0.48, 0.17, 0.5, 0.0, 0.5, 0.26, -1
0.46, 0.47, 0.46, 0.16, 0.5, 0.0, 0.51, 0.22, -1
0.39, 0.37, 0.56, 0.15, 0.5, 0.0, 0.5, 0.27, -1
0.4, 0.47, 0.48, 0.18, 0.5, 0.0, 0.46, 0.22, -1
0.34, 0.54, 0.54, 0.13, 0.5, 0.0, 0.52, 0.22, -1
0.5, 0.36, 0.53, 0.41, 0.5, 0.0, 0.55, 0.36, -1
0.59, 0.58, 0.39, 0.52, 0.5, 0.0, 0.5, 0.31, -1
0.35, 0.5, 0.44, 0.27, 0.5, 0.0, 0.51, 0.22, -1
0.45, 0.46, 0.61, 0.2, 0.5, 0.0, 0.62, 0.22, -1
0.49, 0.45, 0.46, 0.18, 0.5, 0.0, 0.49, 0.31, -1
0.43, 0.45, 0.53, 0.19, 0.5, 0.0, 0.56, 0.22, -1
0.52, 0.46, 0.56, 0.2, 0.5, 0.0, 0.5, 0.22, -1
0.77, 0.57, 0.45, 0.17, 0.5, 0.0, 0.53, 0.22, -1
0.53, 0.45, 0.53, 0.18, 0.5, 0.0, 0.42, 0.22, -1
0.48, 0.5, 0.56, 0.11, 0.5, 0.0, 0.33, 0.22, -1
0.64, 0.44, 0.51, 0.35, 0.5, 0.0, 0.53, 0.22, -1
0.51, 0.39, 0.58, 0.19, 0.5, 0.0, 0.47, 0.22, -1
0.59, 0.51, 0.48, 0.12, 0.5, 0.0, 0.54, 0.31, -1
