@relation ecoli
@attribute a1 real [0.0, 0.89]
@attribute a2 real [0.16, 1.0]
@attribute a3 real [0.48, 1.0]
@attribute a4 real [0.48, 1.0]
@attribute a5 real [0.0, 0.88]
@attribute a6 real [0.03, 1.0]
@attribute a7 real [0.0, 0.99]
@attribute Class {1, -1}   
@inputs a1, a2, a3, a4, a5, a6, a7
@outputs Class
@data
49.0, 29.0, 48.0, 5.0, 56.0, 24.0, 35.0, -1
29.0, 28.0, 48.0, 5.0, 44.0, 23.0, 34.0, -1
2.0, 44.0, 48.0, 5.0, 46.0, 51.0, 57.0, -1
51.0, 5.0, 48.0, 5.0, 46.0, 32.0, 35.0, -1
25.0, 4.0, 48.0, 5.0, 46.0, 44.0, 52.0, -1
44.0, 27.0, 48.0, 5.0, 55.0, 52.0, 58.0, -1
4.0, 45.0, 48.0, 5.0, 38.0, 22.0, 0.0, -1
24.0, 35.0, 48.0, 5.0, 31.0, 19.0, 31.0, -1
4.0, 5.0, 48.0, 5.0, 45.0, 39.0, 47.0, -1
28.0, 38.0, 48.0, 5.0, 5.0, 33.0, 42.0, -1
61.0, 45.0, 48.0, 5.0, 48.0, 35.0, 41.0, -1
23.0, 33.0, 48.0, 5.0, 43.0, 33.0, 43.0, -1
37.0, 52.0, 48.0, 5.0, 42.0, 42.0, 36.0, -1
54.0, 47.0, 48.0, 5.0, 28.0, 33.0, 42.0, -1
44.0, 34.0, 48.0, 5.0, 3.0, 33.0, 43.0, -1
44.0, 56.0, 48.0, 5.0, 5.0, 46.0, 54.0, -1
52.0, 36.0, 48.0, 5.0, 41.0, 28.0, 38.0, -1
24.0, 43.0, 48.0, 5.0, 54.0, 52.0, 59.0, -1
52.0, 57.0, 48.0, 5.0, 42.0, 47.0, 54.0, -1
24.0, 43.0, 48.0, 5.0, 37.0, 28.0, 38.0, -1
44.0, 28.0, 48.0, 5.0, 43.0, 27.0, 37.0, -1
52.0, 44.0, 48.0, 5.0, 37.0, 36.0, 42.0, -1
35.0, 34.0, 48.0, 5.0, 46.0, 3.0, 27.0, -1
34.0, 42.0, 48.0, 5.0, 41.0, 34.0, 43.0, -1
24.0, 41.0, 48.0, 5.0, 49.0, 23.0, 34.0, -1
4.0, 31.0, 48.0, 5.0, 41.0, 29.0, 39.0, -1
75.0, 55.0, 1.0, 1.0, 4.0, 47.0, 3.0, -1
81.0, 44.0, 48.0, 5.0, 42.0, 67.0, 68.0, -1
58.0, 6.0, 48.0, 5.0, 59.0, 73.0, 76.0, -1
63.0, 42.0, 48.0, 5.0, 48.0, 77.0, 8.0, -1
62.0, 42.0, 48.0, 5.0, 58.0, 79.0, 81.0, -1
81.0, 53.0, 48.0, 5.0, 57.0, 87.0, 88.0, -1
7.0, 53.0, 48.0, 5.0, 7.0, 86.0, 87.0, -1
73.0, 26.0, 48.0, 5.0, 57.0, 75.0, 78.0, -1
88.0, 42.0, 48.0, 5.0, 52.0, 73.0, 75.0, -1
78.0, 44.0, 48.0, 5.0, 45.0, 73.0, 68.0, -1
61.0, 75.0, 48.0, 5.0, 51.0, 33.0, 33.0, 1
67.0, 84.0, 48.0, 5.0, 74.0, 54.0, 37.0, 1
71.0, 71.0, 48.0, 5.0, 68.0, 43.0, 36.0, 1
68.0, 63.0, 48.0, 5.0, 73.0, 4.0, 3.0, 1
