@relation yeast
@attribute mcg real [-5.211, -0.941]
@attribute gvh real [-1.274, 5.074]
@attribute alm real [-2.487, 1.431]
@attribute mit real [-1.409, 2.377]
@attribute erl real [-2.127, 1.831]
@attribute pox real [-0.836, 2.327]
@attribute vac real [-1.537, 1.403]
@attribute nuc real [-1.293, 2.039]
@attribute Class {1, -1}
@inputs mcg, gvh, alm, mit, erl, pox, vac, nuc
@outputs Class
@data
0.43, 0.39, 0.54, 0.21, 0.5, 0.0, 0.53, 0.27, -1
0.42, 0.37, 0.59, 0.2, 0.5, 0.0, 0.52, 0.29, -1
0.53, 0.54, 0.43, 0.1, 0.5, 0.0, 0.57, 0.32, -1
0.45, 0.46, 0.55, 0.43, 0.5, 0.0, 0.55, 0.38, -1
0.53, 0.51, 0.55, 0.05, 0.5, 0.0, 0.45, 0.25, -1
0.49, 0.47, 0.53, 0.16, 0.5, 0.0, 0.48, 0.27, -1
0.53, 0.38, 0.66, 0.25, 0.5, 0.0, 0.43, 0.22, -1
0.59, 0.58, 0.56, 0.21, 0.5, 0.0, 0.54, 0.33, -1
0.39, 0.28, 0.46, 0.12, 0.5, 0.0, 0.41, 0.22, -1
0.42, 0.32, 0.5, 0.21, 0.5, 0.0, 0.51, 0.22, -1
0.61, 0.3, 0.59, 0.12, 0.5, 0.0, 0.49, 0.27, -1
0.35, 0.6, 0.47, 0.13, 0.5, 0.0, 0.52, 0.43, -1
0.6, 0.6, 0.49, 0.3, 0.5, 0.0, 0.53, 0.22, -1
0.34, 0.66, 0.51, 0.16, 0.5, 0.0, 0.47, 0.33, -1
0.41, 0.6, 0.53, 0.29, 0.5, 0.0, 0.47, 0.43, -1
0.44, 0.42, 0.62, 0.14, 0.5, 0.0, 0.55, 0.37, -1
0.39, 0.39, 0.55, 0.52, 0.5, 0.0, 0.37, 0.16, -1
0.39, 0.39, 0.55, 0.52, 0.5, 0.0, 0.37, 0.16, -1
0.43, 0.32, 0.56, 0.27, 0.5, 0.0, 0.47, 0.27, -1
0.43, 0.38, 0.51, 0.24, 0.5, 0.0, 0.46, 0.33, -1
0.5, 0.49, 0.52, 0.2, 0.5, 0.0, 0.43, 0.52, -1
0.55, 0.49, 0.45, 0.18, 0.5, 0.0, 0.49, 0.22, -1
0.43, 0.83, 0.55, 0.2, 0.5, 0.0, 0.47, 0.4, -1
0.55, 0.65, 0.5, 0.28, 0.5, 0.0, 0.55, 0.22, -1
0.43, 0.39, 0.59, 0.13, 0.5, 0.0, 0.41, 0.43, -1
0.66, 0.54, 0.49, 0.16, 0.5, 0.0, 0.54, 0.36, -1
0.49, 0.46, 0.42, 0.46, 0.5, 0.0, 0.55, 0.22, -1
0.51, 0.56, 0.62, 0.24, 0.5, 0.0, 0.52, 0.51, -1
0.42, 0.28, 0.57, 0.18, 0.5, 0.0, 0.42, 0.22, -1
0.33, 0.46, 0.53, 0.29, 0.5, 0.0, 0.5, 0.55, -1
0.35, 0.44, 0.54, 0.26, 0.5, 0.0, 0.52, 0.26, -1
0.43, 0.28, 0.53, 0.34, 0.5, 0.0, 0.55, 0.57, -1
0.64, 0.76, 0.51, 0.18, 0.5, 0.0, 0.46, 0.22, -1
0.61, 0.46, 0.44, 0.47, 0.5, 0.0, 0.5, 0.37, -1
0.41, 0.48, 0.54, 0.24, 0.5, 0.0, 0.37, 0.51, -1
0.44, 0.42, 0.57, 0.22, 0.5, 0.0, 0.5, 0.25, -1
0.49, 0.48, 0.52, 0.2, 0.5, 0.0, 0.55, 0.22, -1
0.25, 0.39, 0.5, 0.23, 0.5, 0.0, 0.5, 0.28, -1
0.3, 0.3, 0.46, 0.32, 0.5, 0.0, 0.45, 0.22, -1
0.52, 0.37, 0.48, 0.13, 0.5, 0.0, 0.55, 0.22, -1
0.51, 0.39, 0.56, 0.25, 0.5, 0.0, 0.51, 0.33, -1
0.51, 0.55, 0.56, 0.18, 0.5, 0.0, 0.5, 0.38, -1
0.47, 0.43, 0.48, 0.16, 0.5, 0.0, 0.46, 0.27, -1
0.45, 0.54, 0.49, 0.29, 0.5, 0.0, 0.49, 0.25, -1
0.48, 0.47, 0.59, 0.41, 0.5, 0.0, 0.56, 0.27, -1
0.54, 0.53, 0.53, 0.17, 0.5, 0.0, 0.51, 0.39, -1
0.42, 0.21, 0.59, 0.3, 0.5, 0.0, 0.47, 0.27, -1
0.48, 0.45, 0.63, 0.19, 0.5, 0.0, 0.58, 0.22, -1
0.38, 0.44, 0.55, 0.44, 0.5, 0.0, 0.47, 0.51, -1
0.52, 0.46, 0.56, 0.25, 0.5, 0.0, 0.52, 0.22, -1
0.5, 0.56, 0.63, 0.25, 0.5, 0.0, 0.42, 0.22, -1
0.57, 0.42, 0.63, 0.22, 0.5, 0.0, 0.68, 0.32, -1
0.29, 0.4, 0.5, 0.16, 0.5, 0.0, 0.51, 0.34, -1
0.44, 0.62, 0.53, 0.27, 0.5, 0.0, 0.49, 0.22, -1
0.46, 0.49, 0.55, 0.18, 0.5, 0.0, 0.56, 0.22, -1
0.45, 0.41, 0.53, 0.49, 0.5, 0.0, 0.49, 0.31, -1
0.47, 0.5, 0.47, 0.22, 0.5, 0.0, 0.53, 0.45, -1
0.32, 0.6, 0.48, 0.13, 0.5, 0.0, 0.53, 0.22, -1
0.4, 0.75, 0.44, 0.12, 0.5, 0.0, 0.49, 0.22, -1
0.33, 0.46, 0.6, 0.18, 0.5, 0.0, 0.51, 0.26, -1
0.46, 0.41, 0.45, 0.23, 0.5, 0.0, 0.48, 0.22, -1
0.46, 0.5, 0.5, 0.28, 0.5, 0.0, 0.5, 0.37, -1
0.23, 0.13, 0.51, 0.16, 0.5, 0.0, 0.53, 0.51, -1
0.49, 0.6, 0.42, 0.18, 0.5, 0.0, 0.58, 0.28, -1
0.6, 0.62, 0.54, 0.11, 0.5, 0.0, 0.51, 0.22, -1
0.38, 0.51, 0.56, 0.21, 0.5, 0.0, 0.48, 0.31, -1
0.49, 0.51, 0.52, 0.13, 0.5, 0.0, 0.51, 0.33, -1
0.45, 0.4, 0.56, 0.15, 0.5, 0.0, 0.52, 0.22, -1
0.58, 0.51, 0.63, 0.2, 0.5, 0.0, 0.5, 0.42, -1
0.32, 0.3, 0.57, 0.38, 0.5, 0.0, 0.5, 0.25, -1
0.34, 0.24, 0.51, 0.15, 0.5, 0.0, 0.54, 0.4, -1
0.36, 0.48, 0.61, 0.26, 0.5, 0.0, 0.5, 0.16, -1
0.25, 0.4, 0.52, 0.15, 0.5, 0.0, 0.56, 0.28, -1
